Date,window_start,window_end,source_engine,published,source,title,snippet,url,impact_score,weekly_strength_score,direction_alignment,matched_terms
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,www.barchart.com,Coffee Jul '24 Futures Price - Barchart.com,,https://www.barchart.com/futures/quotes/KCN24,0.0,0.25,0,
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,markets.ft.com,Coffee (Arabica) price information - FT.com,,https://markets.ft.com/data/commodities/tearsheet/summary?c=Coffee (Arabica),0.0,0.5,0,
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Historical Prices - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5-historical-data,0.0,0.5,0,
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,www.ice.com,Coffee C Futures Pricing,,https://www.ice.com/products/15/Coffee-C-Futures/data,0.0,0.25,0,
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,tradingeconomics.com,Coffee - Price - Chart - Historical Data - News,,https://tradingeconomics.com/commodity/coffee,0.0,0.25,0,
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,www.barchart.com,Coffee Prices and Coffee Futures Prices - Barchart.com,,https://www.barchart.com/futures/quotes/KC*0/futures-prices,0.0,0.5,0,
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Price Today - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5,0.0,0.5,0,
2024-07-01,2024-06-27,2024-07-08,duckduckgo,,ycharts.com,Coffee Arabica Price (Monthly) - Historical Data & Trends,,https://ycharts.com/indicators/world_coffee_arabica_price,0.0,0.5,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,tradingeconomics.com,Coffee - Price - Chart - Historical Data - News,,https://tradingeconomics.com/commodity/coffee,0.0,0.25,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,www.ice.com,Coffee C Futures Pricing,,https://www.ice.com/products/15/Coffee-C-Futures/data,0.0,0.25,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,tradingeconomics.com,Arabica Coffee Prices at 2024-Lows - TRADING ECONOMICS,,https://tradingeconomics.com/commodity/coffee/news/556961,0.0,0.5,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Historical Prices - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5-historical-data,0.0,0.5,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,markets.ft.com,Coffee (Arabica) price information - FT.com,,https://markets.ft.com/data/commodities/tearsheet/summary?c=Coffee (Arabica),0.0,0.5,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,www.investing.com,US Coffee C Futures Historical Prices - Investing.com,,https://www.investing.com/commodities/us-coffee-c-historical-data,0.0,0.25,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,coffeetalk.com,Where are Arabica Coffee Futures Heading? - CoffeeTalk,,https://coffeetalk.com/daily-dose/top-news/10-2024/105273/,0.0,0.75,0,
2024-03-28,2024-03-24,2024-04-04,duckduckgo,,ycharts.com,Coffee Arabica Price (Monthly) - Historical Data & Trends,,https://ycharts.com/indicators/world_coffee_arabica_price,0.0,0.5,0,
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,tradingeconomics.com,Arabica Coffee Futures Stay Near 7-Month Highs - TRADING ECONOMICS,,https://tradingeconomics.com/commodity/coffee/news/485622,1.0,1.5,0,highs
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,www.bloomberg.com,Arabica Coffee Hits Highest Since February on Supply Concerns,,https://www.bloomberg.com/news/articles/2025-09-15/coffee-tops-4-for-first-time-since-april-on-supply-concerns,6.0,5.0,0,supply concerns; highest
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,www.ice.com,Coffee C Futures Pricing,,https://www.ice.com/products/15/Coffee-C-Futures/data,0.0,0.25,0,
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,tradingeconomics.com,Coffee - Price - Chart - Historical Data - News,,https://tradingeconomics.com/commodity/coffee,0.0,0.25,0,
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,markets.ft.com,Coffee (Arabica) price information - FT.com,,https://markets.ft.com/data/commodities/tearsheet/summary?c=Coffee (Arabica),0.0,0.5,0,
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,www.barchart.com,Coffee Prices and Coffee Futures Prices - Barchart.com,,https://www.barchart.com/futures/quotes/KC*0/futures-prices,0.0,0.5,0,
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,perfectdailygrind.com,"Coffee News Recap, 19 Sep: Arabica futures drop sharply from near ...",,https://perfectdailygrind.com/2025/09/coffee-news-recap-19-september-2025/,-6.0,5.0,1,drop sharply; drop
2025-09-15,2025-09-11,2025-09-22,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Price Today - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5,0.0,0.5,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Historical Prices - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5-historical-data,0.0,0.5,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,www.ice.com,Coffee C Futures Pricing,,https://www.ice.com/products/15/Coffee-C-Futures/data,0.0,0.25,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,markets.ft.com,Coffee (Arabica) price information - FT.com,,https://markets.ft.com/data/commodities/tearsheet/summary?c=Coffee (Arabica),0.0,0.5,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,ycharts.com,Coffee Arabica Price (Monthly) - Historical Data & Trends,,https://ycharts.com/indicators/world_coffee_arabica_price,0.0,0.5,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Price Today - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5,0.0,0.5,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,www.investing.com,US Coffee C Futures Historical Prices - Investing.com,,https://www.investing.com/commodities/us-coffee-c-historical-data,0.0,0.25,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,in.investing.com,Arabica Coffee 4/5 Futures Price History Chart - Investing.com IN,,https://in.investing.com/commodities/arabica-coffee-4-5-historical-data,0.0,0.5,0,
2024-04-29,2024-04-25,2024-05-06,duckduckgo,,www.barchart.com,Coffee Prices and Coffee Futures Prices - Barchart.com,,https://www.barchart.com/futures/quotes/KC*0/futures-prices,0.0,0.5,0,
2025-12-10,2025-12-06,2025-12-17,gdelt,20251207T173000Z,deccanchronicle.com,Brazil Robusta Coffee Growers Push For Quality,,https://www.deccanchronicle.com/world/americas/brazilian-robusta-farmers-are-investing-in-harvesting-and-drying-techniques-to-produce-top-notch-robusta-coffee-1922323,0.0,0.75,0,
2025-12-10,2025-12-06,2025-12-17,gdelt,20251218T201500Z,capitalfm.co.ke,India Coffee Exports Set to Top $2 Billion in 2025 on Surging Global Prices,,https://www.capitalfm.co.ke/business/2025/12/indias-coffee-exports-set-to-top-2-billion-in-2025-on-surging-global-prices/,0.0,0.25,0,
2025-12-10,2025-12-06,2025-12-17,gdelt,20251217T224500Z,independent.co.uk,Coffee prices are soaring and caffeine addicts are switching vices,,https://www.independent.co.uk/us/money/coffee-prices-increase-caffeine-addicts-b2886481.html,2.0,1.75,0,soaring
2025-12-10,2025-12-06,2025-12-17,gdelt,20251209T224500Z,dailycoffeenews.com,Brazil Coffee Report : Robusta Filling In for Lower Expected Arabica Output,,https://dailycoffeenews.com/2025/12/09/brazil-coffee-report-robusta-filling-in-for-lower-expected-arabica-output/,-1.0,1.75,1,lower
2025-12-10,2025-12-06,2025-12-17,gdelt,20251217T201500Z,aol.co.uk,Coffee prices are soaring and caffeine addicts are switching vices,,https://www.aol.co.uk/articles/coffee-prices-soaring-caffeine-addicts-194707670.html,2.0,1.75,0,soaring
2025-12-10,2025-12-06,2025-12-17,gdelt,20251215T163000Z,the-independent.com,The era of the £5 coffee is here – and it not going away any time soon,,https://www.the-independent.com/life-style/food-and-drink/features/cost-of-coffee-ps5-caffe-nero-climate-change-b2884655.html,0.0,0.25,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,www.ice.com,Coffee C Futures Pricing,,https://www.ice.com/products/15/Coffee-C-Futures/data,0.0,0.25,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,www.barchart.com,Coffee Dec '24 Futures Price - Barchart.com,,https://www.barchart.com/futures/quotes/KCZ24,0.0,0.25,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,markets.ft.com,Coffee (Arabica) price information - FT.com,,https://markets.ft.com/data/commodities/tearsheet/summary?c=Coffee (Arabica),0.0,0.5,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,www.barchart.com,Coffee Prices and Coffee Futures Prices - Barchart.com,,https://www.barchart.com/futures/quotes/KC*0/futures-prices,0.0,0.5,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,tradingeconomics.com,Arabica Coffee Futures Hover Near 2024-Lows - TRADING ECONOMICS,,https://tradingeconomics.com/commodity/coffee/news/553803,0.0,0.75,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Historical Prices - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5-historical-data,0.0,0.5,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,www.investing.com,Arabica Coffee 4/5 Futures Price Today - Investing.com,,https://www.investing.com/commodities/arabica-coffee-4-5,0.0,0.5,0,
2024-12-02,2024-11-28,2024-12-09,duckduckgo,,www.ice.com,Coffee C ® Futures - ICE,,https://www.ice.com/products/15/Coffee-C-Futures/expiry,0.0,0.25,0,
2026-01-28,2026-01-24,2026-02-04,gdelt,20260205T230000Z,finance.yahoo.com,"Why Are Coffee Prices Falling , and How Much Lower Will They Go ? ",,https://finance.yahoo.com/news/why-coffee-prices-falling-much-150719225.html,-3.0,2.5,1,falling; lower
2026-01-28,2026-01-24,2026-02-04,gdelt,20260127T203000Z,nbcnews.com,"Over 80 , 000 Keurig Coffee Pods Were Recalled : What to Know",,https://www.nbcnews.com/select/shopping/keurig-k-cup-mccafe-coffee-pod-recall-rcna256183,0.0,0.25,0,
